cell_type	target	binding	perb_score
Late_Female_L5_ET	CHRM2	antagonist	1.17562878939611e-10
Late_Female_L5_6_NP	CHRM2	antagonist	1.55357098107476e-09
Late_Female_L2_3_IT	CHRM2	antagonist	3.135211898838e-10
Early_Male_Pvalb	CHRM2	antagonist	6.91628613944302e-09
Late_Female_L4_IT	CHRM2	antagonist	5.14208750455668e-10
Late_Female_L6_IT	CHRM2	antagonist	4.30186490627201e-10
Late_Female_L6_IT_Car3	CHRM2	antagonist	3.82381043085579e-11
Late_Female_Sst	CHRM2	antagonist	8.34956194370095e-10
Late_Female_Vip	CHRM2	antagonist	1.32412066605285e-09
Late_Female_L6_CT	CHRM2	antagonist	2.57433065853041e-10
Late_Female_Lamp5_Lhx6	CHRM2	antagonist	3.51169880052023e-11
Late_Female_L5_IT	CHRM2	antagonist	3.44505985004194e-10
Late_Female_Lamp5	CHRM2	antagonist	1.901528752162e-10
Late_Male_Astrocyte	CHRM2	antagonist	9.07073838591244e-11
Late_Female_L6b	CHRM2	antagonist	7.28766981348093e-09
Late_Female_OPC	CHRM2	antagonist	1.78453887538488e-10
Late_Female_Sncg	CHRM2	antagonist	1.76073648621849e-09
Late_Male_Chandelier	CHRM2	antagonist	3.18573361752202e-10
Late_Female_Pax6	CHRM2	antagonist	1.45904503788726e-09
Late_Female_VLMC___Perivascular	CHRM2	antagonist	6.02681683362394e-11
Late_Male_L5_IT	CHRM2	antagonist	4.40992280654647e-11
Late_Male_L6_IT_Car3	CHRM2	antagonist	5.48490951056966e-10
Late_Male_Lamp5_Lhx6	CHRM2	antagonist	1.59083908339689e-10
Late_Female_Pvalb	CHRM2	antagonist	6.09080505299213e-09
Late_Male_L5_ET	CHRM2	antagonist	9.02185735795142e-11
Late_Male_Endothelial	CHRM2	antagonist	7.92120404269493e-11
Late_Male_L2_3_IT	CHRM2	antagonist	8.4082223581264e-11
Late_Male_L6_IT	CHRM2	antagonist	6.99883627614792e-10
Late_Female_Oligodendrocyte	CHRM2	antagonist	7.20980319355504e-11
Late_Male_L4_IT	CHRM2	antagonist	4.76818008867098e-09
Late_Male_Immune	CHRM2	antagonist	1.11950962070924e-10
Late_Male_L6_CT	CHRM2	antagonist	1.03615367701553e-10
Late_Male_Oligodendrocyte	CHRM2	antagonist	1.9588197288473e-10
Late_Male_Pvalb	CHRM2	antagonist	1.47446945570349e-09
Late_Male_Lamp5	CHRM2	antagonist	2.75702805047566e-10
Late_Male_Sst	CHRM2	antagonist	1.16953159709033e-09
Late_Male_Vip	CHRM2	antagonist	2.11491848942856e-10
Late_Male_L6b	CHRM2	antagonist	2.41972173507955e-08
Late_Male_L5_6_NP	CHRM2	antagonist	1.46581338658568e-09
Late_Male_Pax6	CHRM2	antagonist	2.62917800128769e-09
Late_Male_OPC	CHRM2	antagonist	3.19355502888294e-11
Late_Male_VLMC___Perivascular	CHRM2	antagonist	6.94901393686431e-11
Late_Male_Sncg	CHRM2	antagonist	6.62179966751879e-10
Early_Female_Pax6	CSF2RA	antagonist	3.62717138631401e-10
Early_Female_L5_6_NP	CSF2RA	antagonist	1.65135802047833e-10
Early_Female_Chandelier	CSF2RA	antagonist	1.9887348955787e-10
Early_Female_L6_IT	CSF2RA	antagonist	2.03252807441556e-10
Early_Female_Oligodendrocyte	CSF2RA	antagonist	3.18747642305082e-11
Early_Female_Sst	CSF2RA	antagonist	3.01496922817601e-10
Early_Male_Astrocyte	CSF2RA	antagonist	1.7399890812221e-10
Early_Female_OPC	CSF2RA	antagonist	6.15264413841903e-11
Early_Female_Sncg	CSF2RA	antagonist	3.72303545092745e-10
Early_Female_Lamp5	CSF2RA	antagonist	5.6699910881086e-11
Early_Female_Pvalb	CSF2RA	antagonist	1.7432712559967e-10
Early_Female_L6_CT	CSF2RA	antagonist	7.77263095108923e-12
Early_Female_Astrocyte	CSF2RA	antagonist	7.16127639840268e-12
Early_Female_L2_3_IT	CSF2RA	antagonist	1.59594261230957e-11
Early_Male_L6b	CSF2RA	antagonist	3.01524166957775e-10
Early_Male_L6_CT	CSF2RA	antagonist	9.92471214268966e-11
Early_Male_Chandelier	CSF2RA	antagonist	2.44056227173071e-10
Early_Female_Lamp5_Lhx6	CSF2RA	antagonist	1.03926648156693e-10
Early_Female_L6_IT_Car3	CSF2RA	antagonist	2.17848311681189e-11
Early_Male_L5_6_NP	CSF2RA	antagonist	1.74382384114588e-10
Early_Male_Immune	CSF2RA	antagonist	1.06185245599415e-09
Early_Female_Vip	CSF2RA	antagonist	5.57181286864869e-11
Early_Male_Lamp5_Lhx6	CSF2RA	antagonist	1.40594557475515e-11
Early_Male_L4_IT	CSF2RA	antagonist	1.6161317235081e-10
Early_Female_Immune	CSF2RA	antagonist	1.08574419035027e-09
Early_Female_L5_IT	CSF2RA	antagonist	3.13817876042725e-11
Early_Female_L4_IT	CSF2RA	antagonist	5.22287106699852e-11
Early_Male_L6_IT	CSF2RA	antagonist	4.4430954877611e-11
Early_Male_L5_IT	CSF2RA	antagonist	4.40646278402104e-11
Late_Female_Immune	CSF2RA	antagonist	1.57919120348753e-09
Early_Male_L2_3_IT	CSF2RA	antagonist	1.27292257111624e-10
Early_Male_OPC	CSF2RA	antagonist	1.46493969151229e-10
Early_Male_Lamp5	CSF2RA	antagonist	5.89325981003022e-12
Early_Male_Oligodendrocyte	CSF2RA	antagonist	4.62355604937185e-11
Early_Male_Sncg	CSF2RA	antagonist	2.1507846746849e-10
Late_Female_Endothelial	CSF2RA	antagonist	8.07156204153141e-11
Late_Female_Astrocyte	CSF2RA	antagonist	8.65717155771235e-11
Early_Male_Sst	CSF2RA	antagonist	1.70103846760956e-10
Late_Female_Chandelier	CSF2RA	antagonist	1.91756517325277e-10
Early_Male_Vip	CSF2RA	antagonist	2.3350343244969e-11
Late_Female_L5_ET	CSF2RA	antagonist	2.22491497302716e-10
Late_Female_L5_6_NP	CSF2RA	antagonist	1.5480243930391e-10
Late_Female_L2_3_IT	CSF2RA	antagonist	2.25632099796744e-11
Early_Male_Pvalb	CSF2RA	antagonist	1.75001969989884e-10
Late_Female_L4_IT	CSF2RA	antagonist	1.28388605435706e-11
Late_Female_L6_IT	CSF2RA	antagonist	8.44693157835336e-11
Late_Female_L6_IT_Car3	CSF2RA	antagonist	6.35950147145756e-11
Late_Female_Sst	CSF2RA	antagonist	2.38772360806613e-10
Late_Female_Vip	CSF2RA	antagonist	1.88951370042739e-10
Late_Female_L6_CT	CSF2RA	antagonist	2.10266018660737e-10
Late_Female_Lamp5_Lhx6	CSF2RA	antagonist	4.58215559191284e-11
Late_Female_L5_IT	CSF2RA	antagonist	1.43426890231079e-10
Late_Female_Lamp5	CSF2RA	antagonist	5.43960183850885e-12
Late_Male_Astrocyte	CSF2RA	antagonist	7.13232049519626e-11
Late_Female_L6b	CSF2RA	antagonist	1.17928416556269e-10
Late_Female_OPC	CSF2RA	antagonist	1.51296498091275e-10
Late_Female_Sncg	CSF2RA	antagonist	9.16341916482216e-12
Late_Male_Chandelier	CSF2RA	antagonist	5.01858242261331e-11
Late_Female_Pax6	CSF2RA	antagonist	1.24729536494096e-10
Late_Female_VLMC___Perivascular	CSF2RA	antagonist	1.13627716131312e-10
Late_Male_L5_IT	CSF2RA	antagonist	6.37864415565269e-12
Late_Male_L6_IT_Car3	CSF2RA	antagonist	1.3209379945453e-10
Late_Male_Lamp5_Lhx6	CSF2RA	antagonist	6.37201904242753e-11
Late_Female_Pvalb	CSF2RA	antagonist	3.97088400039269e-11
Late_Male_L5_ET	CSF2RA	antagonist	8.9744111624074e-12
Late_Male_Endothelial	CSF2RA	antagonist	6.90135155414244e-11
Late_Male_L2_3_IT	CSF2RA	antagonist	1.27102468837824e-10
Late_Male_L6_IT	CSF2RA	antagonist	1.3597829623774e-10
Late_Female_Oligodendrocyte	CSF2RA	antagonist	1.66598649714518e-10
Late_Male_L4_IT	CSF2RA	antagonist	1.85907379356983e-10
Late_Male_Immune	CSF2RA	antagonist	1.88480159264871e-09
Late_Male_L6_CT	CSF2RA	antagonist	5.78786658525471e-12
Late_Male_Oligodendrocyte	CSF2RA	antagonist	7.31552520120984e-11
Late_Male_Pvalb	CSF2RA	antagonist	6.00106743185017e-11
Late_Male_Lamp5	CSF2RA	antagonist	4.51768728638629e-11
Late_Male_Sst	CSF2RA	antagonist	1.00079829499048e-11
Late_Male_Vip	CSF2RA	antagonist	5.31138251037304e-11
Late_Male_L6b	CSF2RA	antagonist	2.30653817955488e-10
Late_Male_L5_6_NP	CSF2RA	antagonist	3.44750104372905e-11
Late_Male_Pax6	CSF2RA	antagonist	1.60007391334785e-10
Late_Male_OPC	CSF2RA	antagonist	1.2241357636018e-10
Late_Male_VLMC___Perivascular	CSF2RA	antagonist	1.07235635816807e-10
Late_Male_Sncg	CSF2RA	antagonist	7.73867180319291e-11
Early_Female_Pax6	COX7C	antagonist	4.04363930373596e-10
Early_Female_L5_6_NP	COX7C	antagonist	2.25472013661036e-09
Early_Female_Chandelier	COX7C	antagonist	8.42046064952641e-10
Early_Female_L6_IT	COX7C	antagonist	1.96931356157322e-09
Early_Female_Oligodendrocyte	COX7C	antagonist	2.73067683112075e-10
Early_Female_Sst	COX7C	antagonist	1.03060953244083e-10
Early_Male_Astrocyte	COX7C	antagonist	6.66009066162993e-11
Early_Female_OPC	COX7C	antagonist	6.0726070224294e-10
Early_Female_Sncg	COX7C	antagonist	2.29379577288311e-10
Early_Female_Lamp5	COX7C	antagonist	1.16220197384778e-09
Early_Female_Pvalb	COX7C	antagonist	6.3037960471389e-10
Early_Female_L6_CT	COX7C	antagonist	7.46895153939829e-10
Early_Female_Astrocyte	COX7C	antagonist	2.23670041947338e-10
Early_Female_L2_3_IT	COX7C	antagonist	1.79319073068382e-10
Early_Male_L6b	COX7C	antagonist	3.08579604391115e-09
Early_Male_L6_CT	COX7C	antagonist	3.87019391920081e-09
Early_Male_Chandelier	COX7C	antagonist	9.38243403890557e-10
Early_Female_Lamp5_Lhx6	COX7C	antagonist	6.47069011461912e-10
Early_Female_L6_IT_Car3	COX7C	antagonist	1.21590563553021e-09
Early_Male_L5_6_NP	COX7C	antagonist	1.97316125842392e-09
Early_Male_Immune	COX7C	antagonist	2.98033493444682e-10
Early_Female_Vip	COX7C	antagonist	2.42635779542341e-09
Early_Male_Lamp5_Lhx6	COX7C	antagonist	2.24254985153989e-10
Early_Male_L4_IT	COX7C	antagonist	4.26593559672482e-10
Early_Female_Immune	COX7C	antagonist	1.32191651520645e-10
Early_Female_L5_IT	COX7C	antagonist	9.50585981399968e-10
Early_Female_L4_IT	COX7C	antagonist	7.2886487985349e-10
Early_Male_L6_IT	COX7C	antagonist	4.6720697408909e-09
Early_Male_L5_IT	COX7C	antagonist	2.69004062276824e-09
Late_Female_Immune	COX7C	antagonist	4.563469937834e-10
Early_Male_L2_3_IT	COX7C	antagonist	2.64091216040462e-10
Early_Male_OPC	COX7C	antagonist	9.14504744182654e-10
Early_Male_Lamp5	COX7C	antagonist	1.40657212656961e-10
Early_Male_Oligodendrocyte	COX7C	antagonist	1.12315971806201e-09
Early_Male_Sncg	COX7C	antagonist	8.09158324616904e-10
Late_Female_Endothelial	COX7C	antagonist	2.50460919463949e-09
Late_Female_Astrocyte	COX7C	antagonist	4.58020706725203e-10
Early_Male_Sst	COX7C	antagonist	3.60911706961494e-10
Late_Female_Chandelier	COX7C	antagonist	1.34010686772677e-09
Early_Male_Vip	COX7C	antagonist	5.53992402416728e-10
Late_Female_L5_ET	COX7C	antagonist	5.70897637148098e-10
Late_Female_L5_6_NP	COX7C	antagonist	5.26437964167083e-10
Late_Female_L2_3_IT	COX7C	antagonist	1.16453641365094e-09
Early_Male_Pvalb	COX7C	antagonist	5.56345358358878e-10
Late_Female_L4_IT	COX7C	antagonist	1.57232840442745e-09
Late_Female_L6_IT	COX7C	antagonist	2.26328862033544e-09
Late_Female_L6_IT_Car3	COX7C	antagonist	8.64327918709062e-10
Late_Female_Sst	COX7C	antagonist	1.09827159523163e-09
Late_Female_Vip	COX7C	antagonist	3.06630096785301e-09
Late_Female_L6_CT	COX7C	antagonist	1.30225383575172e-09
Late_Female_Lamp5_Lhx6	COX7C	antagonist	3.69733314590387e-10
Late_Female_L5_IT	COX7C	antagonist	4.8546863558656e-10
Late_Female_Lamp5	COX7C	antagonist	3.68968104039427e-10
Late_Male_Astrocyte	COX7C	antagonist	5.9560873050587e-10
Late_Female_L6b	COX7C	antagonist	4.57307623033866e-10
Late_Female_OPC	COX7C	antagonist	7.45777545337873e-10
Late_Female_Sncg	COX7C	antagonist	1.84371618741585e-10
Late_Male_Chandelier	COX7C	antagonist	2.20356877989619e-09
Late_Female_Pax6	COX7C	antagonist	4.15946977687002e-10
Late_Female_VLMC___Perivascular	COX7C	antagonist	3.69661060905059e-10
Late_Male_L5_IT	COX7C	antagonist	9.91931181228852e-10
Late_Male_L6_IT_Car3	COX7C	antagonist	1.81174091132666e-09
Late_Male_Lamp5_Lhx6	COX7C	antagonist	4.27405669549444e-10
Late_Female_Pvalb	COX7C	antagonist	1.32943415279517e-09
Late_Male_L5_ET	COX7C	antagonist	3.71101946634925e-09
Late_Male_Endothelial	COX7C	antagonist	5.41332967189189e-10
Late_Male_L2_3_IT	COX7C	antagonist	3.96777166748284e-10
Late_Male_L6_IT	COX7C	antagonist	2.63266687538742e-09
Late_Female_Oligodendrocyte	COX7C	antagonist	2.41437259326642e-11
Late_Male_L4_IT	COX7C	antagonist	4.25738041870799e-10
Late_Male_Immune	COX7C	antagonist	8.17601034173812e-12
Late_Male_L6_CT	COX7C	antagonist	2.65572472664246e-09
Late_Male_Oligodendrocyte	COX7C	antagonist	2.94540530955638e-10
Late_Male_Pvalb	COX7C	antagonist	3.75957943820385e-09
Late_Male_Lamp5	COX7C	antagonist	5.94435110344375e-10
Late_Male_Sst	COX7C	antagonist	2.64506492192133e-10
Late_Male_Vip	COX7C	antagonist	7.61624942676808e-10
Late_Male_L6b	COX7C	antagonist	4.05820499397923e-09
Late_Male_L5_6_NP	COX7C	antagonist	2.13672313105702e-09
Late_Male_Pax6	COX7C	antagonist	1.092740360908e-09
Late_Male_OPC	COX7C	antagonist	6.73592368770742e-10
Late_Male_VLMC___Perivascular	COX7C	antagonist	4.77040514173812e-10
Late_Male_Sncg	COX7C	antagonist	4.18321452423705e-10
Early_Female_Pax6	CLU	antagonist	3.34680345568206e-09
Early_Female_L5_6_NP	CLU	antagonist	4.4430037619543e-10
Early_Female_Chandelier	CLU	antagonist	4.3846241837261e-09
Early_Female_L6_IT	CLU	antagonist	4.00551738233848e-09
Early_Female_Oligodendrocyte	CLU	antagonist	2.37075824932763e-10
Early_Female_Sst	CLU	antagonist	2.4766281218347e-09
Early_Male_Astrocyte	CLU	antagonist	3.21844161810146e-09
Early_Female_OPC	CLU	antagonist	6.45721657256061e-11
Early_Female_Sncg	CLU	antagonist	3.08239201140072e-09
Early_Female_Lamp5	CLU	antagonist	6.96107087671841e-10
Early_Female_Pvalb	CLU	antagonist	3.12408876974833e-09
Early_Female_L6_CT	CLU	antagonist	6.24074252611463e-09
Early_Female_Astrocyte	CLU	antagonist	1.19521980282395e-08
Early_Female_L2_3_IT	CLU	antagonist	3.48958381429875e-09
Early_Male_L6b	CLU	antagonist	3.29154668721888e-09
Early_Male_L6_CT	CLU	antagonist	5.0759812626644e-09
Early_Male_Chandelier	CLU	antagonist	2.4138120066789e-09
Early_Female_Lamp5_Lhx6	CLU	antagonist	2.05779384179757e-09
Early_Female_L6_IT_Car3	CLU	antagonist	1.35744178979497e-09
Early_Male_L5_6_NP	CLU	antagonist	2.86393778788248e-09
Early_Male_Immune	CLU	antagonist	8.04885669859872e-11
Early_Female_Vip	CLU	antagonist	2.39215711201801e-13
Early_Male_Lamp5_Lhx6	CLU	antagonist	2.18126596482284e-09
Early_Male_L4_IT	CLU	antagonist	2.33114925658885e-09
Early_Female_Immune	CLU	antagonist	9.11732258703707e-10
Early_Female_L5_IT	CLU	antagonist	7.4460804591691e-09
Early_Female_L4_IT	CLU	antagonist	1.19489152256686e-09
Early_Male_L6_IT	CLU	antagonist	6.8002539782419e-09
Early_Male_L5_IT	CLU	antagonist	5.58213613837596e-09
Late_Female_Immune	CLU	antagonist	6.31280782727705e-10
Early_Male_L2_3_IT	CLU	antagonist	1.6401585657062e-09
Early_Male_OPC	CLU	antagonist	1.26372362255231e-09
Early_Male_Lamp5	CLU	antagonist	2.87117305057936e-10
Early_Male_Oligodendrocyte	CLU	antagonist	2.75820396929334e-09
Early_Male_Sncg	CLU	antagonist	1.35083737722342e-09
Late_Female_Endothelial	CLU	antagonist	2.377074153724e-09
Late_Female_Astrocyte	CLU	antagonist	4.489796116391e-12
Early_Male_Sst	CLU	antagonist	1.31807796969137e-09
Late_Female_Chandelier	CLU	antagonist	1.79623275315839e-09
Early_Male_Vip	CLU	antagonist	7.18624876516673e-10
Late_Female_L5_ET	CLU	antagonist	3.44662598501543e-10
Late_Female_L5_6_NP	CLU	antagonist	2.12216071917499e-09
Late_Female_L2_3_IT	CLU	antagonist	3.88541864147691e-09
Early_Male_Pvalb	CLU	antagonist	1.76337281162481e-09
Late_Female_L4_IT	CLU	antagonist	5.17791024548285e-09
Late_Female_L6_IT	CLU	antagonist	1.16513606086432e-08
Late_Female_L6_IT_Car3	CLU	antagonist	2.70106547352182e-09
Late_Female_Sst	CLU	antagonist	1.52769382380399e-09
Late_Female_Vip	CLU	antagonist	1.6131448109084e-09
Late_Female_L6_CT	CLU	antagonist	5.37495095953044e-09
Late_Female_Lamp5_Lhx6	CLU	antagonist	1.46120775418814e-09
Late_Female_L5_IT	CLU	antagonist	2.38755331178988e-09
Late_Female_Lamp5	CLU	antagonist	5.58285154354744e-10
Late_Male_Astrocyte	CLU	antagonist	3.04959596621716e-10
Late_Female_L6b	CLU	antagonist	3.91684724240689e-09
Late_Female_OPC	CLU	antagonist	7.05086676506887e-11
Late_Female_Sncg	CLU	antagonist	9.44748831370278e-10
Late_Male_Chandelier	CLU	antagonist	6.2374542522163e-10
Late_Female_Pax6	CLU	antagonist	1.68966036966579e-10
Late_Female_VLMC___Perivascular	CLU	antagonist	5.44056739260409e-10
Late_Male_L5_IT	CLU	antagonist	7.72642170196323e-10
Late_Male_L6_IT_Car3	CLU	antagonist	2.3642215238292e-09
Late_Male_Lamp5_Lhx6	CLU	antagonist	5.09004283157511e-09
Late_Female_Pvalb	CLU	antagonist	2.63580896185681e-09
Late_Male_L5_ET	CLU	antagonist	5.48082299950658e-09
Late_Male_Endothelial	CLU	antagonist	1.44836565908659e-09
Late_Male_L2_3_IT	CLU	antagonist	2.48110672107042e-09
Late_Male_L6_IT	CLU	antagonist	3.46782830752201e-09
Late_Female_Oligodendrocyte	CLU	antagonist	9.24388278005172e-11
Late_Male_L4_IT	CLU	antagonist	3.23484373844851e-09
Late_Male_Immune	CLU	antagonist	8.34556726260844e-11
Late_Male_L6_CT	CLU	antagonist	3.53562889924779e-09
Late_Male_Oligodendrocyte	CLU	antagonist	4.98450363309274e-10
Late_Male_Pvalb	CLU	antagonist	1.09074742177171e-09
Late_Male_Lamp5	CLU	antagonist	2.57743337956853e-10
Late_Male_Sst	CLU	antagonist	8.75392624091399e-10
Late_Male_Vip	CLU	antagonist	1.6592476891573e-09
Late_Male_L6b	CLU	antagonist	4.19875832063219e-10
Late_Male_L5_6_NP	CLU	antagonist	4.42566575856133e-10
Late_Male_Pax6	CLU	antagonist	7.22773507725036e-10
Late_Male_OPC	CLU	antagonist	4.16105107964318e-09
Late_Male_VLMC___Perivascular	CLU	antagonist	3.80288846729966e-10
Late_Male_Sncg	CLU	antagonist	1.35726398944477e-10
Early_Female_Pax6	CHRM3	antagonist	2.01804561324245e-09
Early_Female_L5_6_NP	CHRM3	antagonist	6.75632243012049e-10
Early_Female_Chandelier	CHRM3	antagonist	2.7869277571168e-08
Early_Female_L6_IT	CHRM3	antagonist	1.92639188835719e-09
Early_Female_Oligodendrocyte	CHRM3	antagonist	8.15054019848326e-10
Early_Female_Sst	CHRM3	antagonist	3.9143079161568e-09
Early_Male_Astrocyte	CHRM3	antagonist	6.96519332886941e-10
Early_Female_OPC	CHRM3	antagonist	8.95403074591886e-10
Early_Female_Sncg	CHRM3	antagonist	3.95425492441349e-09
Early_Female_Lamp5	CHRM3	antagonist	5.96616736038984e-08
Early_Female_Pvalb	CHRM3	antagonist	4.47455802371011e-09
Early_Female_L6_CT	CHRM3	antagonist	2.58788022181076e-09
Early_Female_Astrocyte	CHRM3	antagonist	1.70935705640648e-10
Early_Female_L2_3_IT	CHRM3	antagonist	2.21872188224932e-10
Early_Male_L6b	CHRM3	antagonist	2.92455413126764e-08
Early_Male_L6_CT	CHRM3	antagonist	1.76806454043798e-09
Early_Male_Chandelier	CHRM3	antagonist	3.91919743171321e-09
Early_Female_Lamp5_Lhx6	CHRM3	antagonist	1.40807014596227e-09
Early_Female_L6_IT_Car3	CHRM3	antagonist	2.24910460921398e-09
Early_Male_L5_6_NP	CHRM3	antagonist	2.09987956378415e-10
Early_Male_Immune	CHRM3	antagonist	1.8364563402233e-10
Early_Female_Vip	CHRM3	antagonist	3.07108350312259e-09
Early_Male_Lamp5_Lhx6	CHRM3	antagonist	1.07930038569398e-09
Early_Male_L4_IT	CHRM3	antagonist	3.40208131756296e-09
Early_Female_Immune	CHRM3	antagonist	5.31504047199271e-10
Early_Female_L5_IT	CHRM3	antagonist	6.31641205440778e-09
Early_Female_L4_IT	CHRM3	antagonist	7.34008609985264e-09
Early_Male_L6_IT	CHRM3	antagonist	9.71717299438746e-10
Early_Male_L5_IT	CHRM3	antagonist	6.36024357153402e-09
Late_Female_Immune	CHRM3	antagonist	3.11303811165624e-10
Early_Male_L2_3_IT	CHRM3	antagonist	1.24992765133041e-09
Early_Male_OPC	CHRM3	antagonist	1.76795983643239e-10
Early_Male_Lamp5	CHRM3	antagonist	1.37368677591978e-08
Early_Male_Oligodendrocyte	CHRM3	antagonist	5.75844587981522e-10
Early_Male_Sncg	CHRM3	antagonist	4.1566073691364e-10
Late_Female_Endothelial	CHRM3	antagonist	1.95457639975607e-10
Late_Female_Astrocyte	CHRM3	antagonist	7.82927525176027e-10
Early_Male_Sst	CHRM3	antagonist	2.36328225003061e-09
Late_Female_Chandelier	CHRM3	antagonist	5.90915705232951e-10
Early_Male_Vip	CHRM3	antagonist	3.65852518630781e-10
Late_Female_L5_ET	CHRM3	antagonist	3.64123718531269e-09
Late_Female_L5_6_NP	CHRM3	antagonist	1.04421126567227e-09
Late_Female_L2_3_IT	CHRM3	antagonist	1.4365669337873e-09
Early_Male_Pvalb	CHRM3	antagonist	2.16004268976908e-09
Late_Female_L4_IT	CHRM3	antagonist	3.25444481286335e-09
Late_Female_L6_IT	CHRM3	antagonist	2.23668166772784e-09
Late_Female_L6_IT_Car3	CHRM3	antagonist	2.32403516627706e-09
Late_Female_Sst	CHRM3	antagonist	4.25539776002231e-10
Late_Female_Vip	CHRM3	antagonist	5.06237759971845e-11
Late_Female_L6_CT	CHRM3	antagonist	4.29790800699587e-09
Late_Female_Lamp5_Lhx6	CHRM3	antagonist	1.47839632279757e-09
Late_Female_L5_IT	CHRM3	antagonist	7.67403964747425e-09
Late_Female_Lamp5	CHRM3	antagonist	4.45587240802343e-08
Late_Male_Astrocyte	CHRM3	antagonist	3.343306195896e-10
Late_Female_L6b	CHRM3	antagonist	3.77893481759777e-08
Late_Female_OPC	CHRM3	antagonist	2.69683475979342e-10
Late_Female_Sncg	CHRM3	antagonist	1.55514213366644e-09
Late_Male_Chandelier	CHRM3	antagonist	2.18831972428016e-08
Late_Female_Pax6	CHRM3	antagonist	1.67446575438388e-08
Late_Female_VLMC___Perivascular	CHRM3	antagonist	6.51230126819597e-10
Late_Male_L5_IT	CHRM3	antagonist	1.33084851651545e-08
Late_Male_L6_IT_Car3	CHRM3	antagonist	1.13151008903718e-09
Late_Male_Lamp5_Lhx6	CHRM3	antagonist	1.87751476008497e-09
Late_Female_Pvalb	CHRM3	antagonist	1.86662724414481e-09
Late_Male_L5_ET	CHRM3	antagonist	2.95933331808459e-09
Late_Male_Endothelial	CHRM3	antagonist	1.52227882081444e-09
Late_Male_L2_3_IT	CHRM3	antagonist	5.32407274054553e-09
Late_Male_L6_IT	CHRM3	antagonist	3.89153230616278e-10
Late_Female_Oligodendrocyte	CHRM3	antagonist	4.45840797977518e-10
Late_Male_L4_IT	CHRM3	antagonist	5.96957233972196e-10
Late_Male_Immune	CHRM3	antagonist	1.89473361351112e-10
Late_Male_L6_CT	CHRM3	antagonist	3.90831427166839e-09
Late_Male_Oligodendrocyte	CHRM3	antagonist	8.78902175930409e-11
Late_Male_Pvalb	CHRM3	antagonist	5.60238910135317e-09
Late_Male_Lamp5	CHRM3	antagonist	2.0630713570631e-08
Late_Male_Sst	CHRM3	antagonist	2.14717393351096e-09
Late_Male_Vip	CHRM3	antagonist	6.44999124860978e-09
Late_Male_L6b	CHRM3	antagonist	2.47337195900785e-09
Late_Male_L5_6_NP	CHRM3	antagonist	9.03414507897358e-11
Late_Male_Pax6	CHRM3	antagonist	4.18346318349695e-09
Late_Male_OPC	CHRM3	antagonist	7.39852631495759e-10
Late_Male_VLMC___Perivascular	CHRM3	antagonist	7.06796505988546e-10
Late_Male_Sncg	CHRM3	antagonist	2.56056306969735e-09
Early_Female_Pax6	CHRM4	antagonist	1.09713545893022e-17
Early_Female_L5_6_NP	CHRM4	antagonist	1.13719691288403e-15
Early_Female_Chandelier	CHRM4	antagonist	2.0304417714389e-17
Early_Female_L6_IT	CHRM4	antagonist	4.61348893165894e-11
Early_Female_Oligodendrocyte	CHRM4	antagonist	4.83327921537451e-11
Early_Female_Sst	CHRM4	antagonist	6.77431173301776e-18
Early_Male_Astrocyte	CHRM4	antagonist	4.2914688736146e-17
Early_Female_OPC	CHRM4	antagonist	2.25514051876985e-17
Early_Female_Sncg	CHRM4	antagonist	6.93889390390723e-18
Early_Female_Lamp5	CHRM4	antagonist	1.82562273375238e-11
Early_Female_Pvalb	CHRM4	antagonist	2.692030424983e-15
Early_Female_L6_CT	CHRM4	antagonist	1.82970159073601e-17
Early_Female_Astrocyte	CHRM4	antagonist	2.5018537765542e-17
Early_Female_L2_3_IT	CHRM4	antagonist	1.14750634669921e-10
Early_Male_L6b	CHRM4	antagonist	7.81695004056511e-11
Early_Male_L6_CT	CHRM4	antagonist	2.18783294530189e-17
Early_Male_Chandelier	CHRM4	antagonist	2.64794046454689e-17
Early_Female_Lamp5_Lhx6	CHRM4	antagonist	7.22915815484279e-12
Early_Female_L6_IT_Car3	CHRM4	antagonist	1.891595902916e-12
Early_Male_L5_6_NP	CHRM4	antagonist	5.55111512312578e-17
Early_Male_Immune	CHRM4	antagonist	5.7355133336454e-11
Early_Female_Vip	CHRM4	antagonist	2.45908291062871e-11
Early_Male_Lamp5_Lhx6	CHRM4	antagonist	1.15237877666313e-15
Early_Male_L4_IT	CHRM4	antagonist	4.3489308885426e-11
Early_Female_Immune	CHRM4	antagonist	1.41628582858094e-14
Early_Female_L5_IT	CHRM4	antagonist	4.21798287246966e-11
Early_Female_L4_IT	CHRM4	antagonist	8.05216202738508e-11
Early_Male_L6_IT	CHRM4	antagonist	4.811814939337e-11
Early_Male_L5_IT	CHRM4	antagonist	1.05493652156658e-10
Late_Female_Immune	CHRM4	antagonist	9.22018174720368e-18
Early_Male_L2_3_IT	CHRM4	antagonist	3.31418454737865e-17
Early_Male_OPC	CHRM4	antagonist	1.51478215358021e-17
Early_Male_Lamp5	CHRM4	antagonist	2.4532694666934e-17
Early_Male_Oligodendrocyte	CHRM4	antagonist	1.0444418402013e-17
Early_Male_Sncg	CHRM4	antagonist	6.70061503360158e-17
