cell_type	target	binding	perb_score
L2_3_IT_Late_APOE4_Pos	APOE	antagonist	7.73095610125739e-11
Astrocyte_Late_APOE4_Pos	APOE	antagonist	1.22772566757604e-08
L6b_Early_APOE4_Neg	APOE	antagonist	5.32808357632431e-10
Lamp5_Late_APOE4_Neg	APOE	antagonist	2.41567854650391e-10
Chandelier_Late_APOE4_Pos	APOE	antagonist	2.46848378698095e-10
L6_IT_Car3_Early_APOE4_Neg	APOE	antagonist	1.1362000168717e-10
Lamp5_Lhx6_Late_APOE4_Neg	APOE	antagonist	5.73022685493426e-12
L5_IT_Late_APOE4_Pos	APOE	antagonist	3.07173721484404e-10
Lamp5_Late_APOE4_Pos	APOE	antagonist	2.29597340070207e-10
L6_IT_Late_APOE4_Neg	APOE	antagonist	2.16133485876773e-10
L6_IT_Late_APOE4_Pos	APOE	antagonist	1.74115299086644e-10
L6_CT_Late_APOE4_Pos	APOE	antagonist	1.99667087836645e-10
Lamp5_Lhx6_Late_APOE4_Pos	APOE	antagonist	2.17043323980316e-11
Lamp5_Early_APOE4_Neg	APOE	antagonist	1.36644418428541e-10
Lamp5_Lhx6_Early_APOE4_Neg	APOE	antagonist	1.80046559849443e-10
L6_CT_Early_APOE4_Neg	APOE	antagonist	2.0555182829309e-10
L6_IT_Car3_Late_APOE4_Neg	APOE	antagonist	1.56206590831493e-10
OPC_Late_APOE4_Pos	APOE	antagonist	3.137377548652e-10
L6b_Late_APOE4_Neg	APOE	antagonist	1.31147757918704e-10
L6b_Late_APOE4_Pos	APOE	antagonist	3.95398813100072e-11
Pax6_Early_APOE4_Neg	APOE	antagonist	6.02650476143099e-12
L6_IT_Early_APOE4_Neg	APOE	antagonist	1.977580246471e-10
L6_CT_Late_APOE4_Neg	APOE	antagonist	4.67168055877216e-11
OPC_Late_APOE4_Neg	APOE	antagonist	5.12662809872957e-10
Oligodendrocyte_Late_APOE4_Neg	APOE	antagonist	1.81324777952192e-10
OPC_Early_APOE4_Neg	APOE	antagonist	2.64288691017768e-10
Oligodendrocyte_Early_APOE4_Neg	APOE	antagonist	4.83241306128333e-10
L6_IT_Car3_Late_APOE4_Pos	APOE	antagonist	1.05525325622255e-10
VLMC___Perivascular_Late_APOE4_Neg	APOE	antagonist	5.42982085915019e-11
Oligodendrocyte_Late_APOE4_Pos	APOE	antagonist	5.1164946235112e-10
Pvalb_Early_APOE4_Neg	APOE	antagonist	2.36854556234459e-10
Pax6_Late_APOE4_Pos	APOE	antagonist	4.79471999952994e-11
Sst_Late_APOE4_Pos	APOE	antagonist	1.74834782530053e-10
Pax6_Late_APOE4_Neg	APOE	antagonist	2.97247425621832e-11
Pvalb_Late_APOE4_Neg	APOE	antagonist	2.77793025596528e-12
Sst_Early_APOE4_Neg	APOE	antagonist	5.00986815978587e-11
Sncg_Late_APOE4_Neg	APOE	antagonist	1.42867171248463e-10
Sncg_Early_APOE4_Neg	APOE	antagonist	1.33703225722046e-11
Pvalb_Late_APOE4_Pos	APOE	antagonist	6.79425815015464e-11
Vip_Late_APOE4_Neg	APOE	antagonist	1.40291158287071e-10
Vip_Late_APOE4_Pos	APOE	antagonist	3.6925359157272e-12
