cell_type	target	perb_score
123_Inh	SORL1	2.9790078219484e-09
456_Astro	SORL1	1.83071427965255e-09
123_Exc	SORL1	5.63752254951204e-09
456_Inh	SORL1	6.55466679292375e-10
456_Exc	SORL1	2.83464842394081e-09
123_Endo	SORL1	1.77511449943492e-09
456_Micro	TPCN1	1.27703463664339e-10
123_Micro	TPCN1	1.84822276991867e-09
123_OPC	TPCN1	6.52704426586759e-10
123_Oligo	TPCN1	6.8392588965539e-10
456_Oligo	TPCN1	1.25505825216574e-09
123_Astro	TPCN1	8.08996633623281e-10
456_Endo	TPCN1	6.52574180677784e-10
456_OPC	TPCN1	2.86145994278417e-10
123_Inh	TPCN1	2.3799228191454e-10
456_Astro	TPCN1	1.78486947022444e-09
123_Exc	TPCN1	3.57299045238636e-10
456_Inh	TPCN1	1.11509835737243e-10
456_Exc	TPCN1	8.98263700320825e-10
123_Endo	TPCN1	1.01880389135717e-09
456_Micro	FERMT2	1.92349036415582e-11
123_Micro	FERMT2	8.37311590932357e-11
123_OPC	FERMT2	6.11333038439875e-10
123_Oligo	FERMT2	1.05878550257451e-09
456_Oligo	FERMT2	1.33692528415297e-09
123_Astro	FERMT2	2.24971139776765e-09
456_Endo	FERMT2	6.1998208857199e-10
456_OPC	FERMT2	4.52854000666106e-10
123_Inh	FERMT2	2.99500897033643e-10
456_Astro	FERMT2	3.99425661056369e-09
123_Exc	FERMT2	3.10252316993477e-10
456_Inh	FERMT2	3.97797537355658e-10
456_Exc	FERMT2	1.39904089710363e-11
123_Endo	FERMT2	1.69391101289986e-10
456_Micro	SLC24A4	3.08983847472719e-10
123_Micro	SLC24A4	1.16861867060898e-10
123_OPC	SLC24A4	5.1024384865127e-10
123_Oligo	SLC24A4	4.00788721257728e-10
456_Oligo	SLC24A4	1.49555641247341e-10
123_Astro	SLC24A4	1.02357636572376e-09
456_Endo	SLC24A4	9.80668251024355e-11
456_OPC	SLC24A4	8.89200843881986e-10
123_Inh	SLC24A4	1.3823161264873e-09
456_Astro	SLC24A4	1.06400036603212e-09
123_Exc	SLC24A4	2.96889324423499e-10
456_Inh	SLC24A4	6.37831301901952e-10
456_Exc	SLC24A4	5.63951489527038e-10
123_Endo	SLC24A4	3.82024019287402e-12
456_Micro	SPPL2A	1.21124121232666e-09
123_Micro	SPPL2A	4.09490889201789e-10
123_OPC	SPPL2A	2.46097191616513e-09
123_Oligo	SPPL2A	6.42595711977695e-10
456_Oligo	SPPL2A	2.21578241294108e-10
123_Astro	SPPL2A	8.28914394837132e-10
456_Endo	SPPL2A	2.22134670984701e-10
456_OPC	SPPL2A	2.30369115853289e-10
123_Inh	SPPL2A	7.55304420943949e-11
456_Astro	SPPL2A	7.02453206491059e-10
123_Exc	SPPL2A	8.81009298756753e-11
456_Inh	SPPL2A	9.58461593286069e-10
456_Exc	SPPL2A	1.73940665303657e-09
123_Endo	SPPL2A	1.89244858111413e-10
456_Micro	MINDY2	1.97357398903593e-10
123_Micro	MINDY2	1.66857294354465e-10
123_OPC	MINDY2	1.52014668275624e-09
123_Oligo	MINDY2	2.41609179185952e-09
456_Oligo	MINDY2	9.09113998467554e-10
123_Astro	MINDY2	4.43544998269484e-10
456_Endo	MINDY2	2.07343673666581e-10
456_OPC	MINDY2	3.52049479477219e-10
123_Inh	MINDY2	1.95305845166892e-09
456_Astro	MINDY2	4.57697425580381e-10
123_Exc	MINDY2	4.32668346029871e-10
456_Inh	MINDY2	1.16125550642613e-09
456_Exc	MINDY2	1.41809270482072e-09
123_Endo	MINDY2	4.52189699396841e-10
456_Micro	APH1B	6.65347055170277e-10
123_Micro	APH1B	1.80766548729771e-10
123_OPC	APH1B	1.92114381147042e-10
123_Oligo	APH1B	1.33375677448041e-10
456_Oligo	APH1B	3.21205452067579e-10
123_Astro	APH1B	7.37200335749115e-10
456_Endo	APH1B	6.27698502806761e-11
456_OPC	APH1B	5.94019384627328e-10
123_Inh	APH1B	6.98202799898181e-10
456_Astro	APH1B	6.68011096603989e-10
123_Exc	APH1B	1.05096110923038e-10
456_Inh	APH1B	3.04208151410693e-10
456_Exc	APH1B	1.57163022503067e-10
123_Endo	APH1B	1.40865170315796e-10
456_Micro	SNX1	1.05242487230324e-10
123_Micro	SNX1	4.52987696685038e-10
123_OPC	SNX1	1.40511973195585e-09
123_Oligo	SNX1	1.20859862177163e-11
456_Oligo	SNX1	9.73075108125572e-10
123_Astro	SNX1	4.5050227768541e-10
456_Endo	SNX1	4.49400352854939e-11
456_OPC	SNX1	1.49883931822086e-09
123_Inh	SNX1	4.06986091109303e-10
456_Astro	SNX1	6.08257328594558e-10
123_Exc	SNX1	2.99393229044398e-10
456_Inh	SNX1	4.8175562273556e-10
456_Exc	SNX1	1.89176899294659e-09
123_Endo	SNX1	6.59427337422344e-11
456_Micro	CTSH	7.84239486461767e-10
123_Micro	CTSH	8.76336469292292e-10
123_OPC	CTSH	7.73874316605825e-17
123_Oligo	CTSH	1.35525271560688e-17
456_Oligo	CTSH	4.64730061211126e-10
123_Astro	CTSH	3.37099211586459e-10
456_Endo	CTSH	2.21471440736338e-11
456_OPC	CTSH	1.02968760215982e-10
123_Inh	CTSH	1.41757065372904e-10
456_Astro	CTSH	3.71273530421771e-11
123_Exc	CTSH	8.53866987785572e-11
456_Inh	CTSH	1.79800457350078e-11
456_Exc	CTSH	6.65569033532011e-12
123_Endo	CTSH	4.24546864908064e-11
456_Micro	DOC2A	2.04285669952884e-10
123_Micro	DOC2A	2.98036525149094e-10
123_OPC	DOC2A	2.21004090759334e-10
123_Oligo	DOC2A	4.11070730603923e-10
456_Oligo	DOC2A	7.72838693279363e-10
123_Astro	DOC2A	2.99986784474111e-10
456_Endo	DOC2A	5.40152471392086e-11
456_OPC	DOC2A	4.3953119305248e-10
123_Inh	DOC2A	1.13305467471511e-10
456_Astro	DOC2A	1.78081367464537e-10
123_Exc	DOC2A	8.80273531093711e-11
456_Inh	DOC2A	9.07948737975951e-11
456_Exc	DOC2A	1.62318505384579e-10
123_Endo	DOC2A	2.67832564665266e-11
456_Micro	BCKDK	9.90031603165021e-11
123_Micro	BCKDK	1.40889534048471e-10
123_OPC	BCKDK	1.74335809572417e-10
123_Oligo	BCKDK	1.43099348236149e-09
456_Oligo	BCKDK	5.91844438330222e-11
123_Astro	BCKDK	2.17556700928214e-10
456_Endo	BCKDK	1.44853641388496e-11
456_OPC	BCKDK	2.78040714988644e-10
123_Inh	BCKDK	5.76301788658251e-12
456_Astro	BCKDK	8.71920456829809e-11
123_Exc	BCKDK	3.47227310138329e-11
456_Inh	BCKDK	6.55434975348937e-11
456_Exc	BCKDK	4.34518869604419e-11
123_Endo	BCKDK	2.87842116778984e-11
456_Micro	IL34	2.51887611337506e-11
123_Micro	IL34	2.90913811857387e-10
123_OPC	IL34	6.4761176768503e-10
123_Oligo	IL34	2.8048473466333e-10
456_Oligo	IL34	2.90340188600982e-10
123_Astro	IL34	4.27070629593908e-11
456_Endo	IL34	2.51946668703799e-11
456_OPC	IL34	1.2189755150157e-10
123_Inh	IL34	1.72611440305031e-11
456_Astro	IL34	5.75238461330646e-11
123_Exc	IL34	1.71959917820205e-10
456_Inh	IL34	1.75495412004566e-10
456_Exc	IL34	5.02896675193422e-11
123_Endo	IL34	1.23895937479244e-10
456_Micro	MAF	1.88526766434693e-10
123_Micro	MAF	2.71052095750368e-09
123_OPC	MAF	1.66288499533268e-10
123_Oligo	MAF	1.36420210154033e-10
456_Oligo	MAF	5.0845039388082e-10
123_Astro	MAF	1.24261990509754e-10
456_Endo	MAF	6.67458099673468e-10
456_OPC	MAF	1.76604175366775e-10
123_Inh	MAF	2.28766746126552e-09
456_Astro	MAF	2.45425697840326e-10
123_Exc	MAF	7.94375229755468e-12
456_Inh	MAF	7.09949776443511e-10
456_Exc	MAF	2.93192590225828e-11
123_Endo	MAF	7.34939333691703e-10
456_Micro	PLCG2	4.68123255362778e-09
123_Micro	PLCG2	8.91827951882465e-09
123_OPC	PLCG2	3.87820203024459e-09
123_Oligo	PLCG2	6.39480852195064e-09
456_Oligo	PLCG2	5.90176383274343e-09
123_Astro	PLCG2	2.08928025464832e-09
456_Endo	PLCG2	1.03925252634732e-09
456_OPC	PLCG2	2.63879394260667e-11
123_Inh	PLCG2	1.82370880204048e-10
456_Astro	PLCG2	3.49443368156901e-09
123_Exc	PLCG2	1.24766622195981e-09
456_Inh	PLCG2	1.87178274846963e-09
456_Exc	PLCG2	3.58010625650332e-10
123_Endo	PLCG2	7.67627291420773e-10
456_Micro	FOXF1	3.83212941143076e-17
123_Micro	FOXF1	2.02062234649812e-14
123_OPC	FOXF1	2.27295118201398e-16
123_Oligo	FOXF1	7.0250946488231e-17
456_Oligo	FOXF1	1.13112220329801e-17
123_Astro	FOXF1	2.0304417714389e-17
456_Endo	FOXF1	4.41207788036222e-11
456_OPC	FOXF1	7.152448122691e-18
123_Inh	FOXF1	6.93889390390723e-17
456_Astro	FOXF1	6.52080685601287e-17
123_Exc	FOXF1	2.60145268581884e-17
456_Inh	FOXF1	5.40346174997698e-17
456_Exc	FOXF1	1.57315605663825e-16
123_Endo	FOXF1	7.72938062759183e-17
456_Micro	PRDM7	2.77555756156289e-17
123_Micro	PRDM7	4.96749206466014e-16
123_OPC	PRDM7	1.79263040934349e-10
123_Oligo	PRDM7	2.08166817117217e-17
456_Oligo	PRDM7	2.7877281524848e-17
123_Astro	PRDM7	5.7219584981528e-17
456_Endo	PRDM7	4.33399864471938e-11
456_OPC	PRDM7	1.73472347597681e-18
123_Inh	PRDM7	1.82367443254299e-10
456_Astro	PRDM7	1.8400486744834e-10
123_Exc	PRDM7	1.0618663856209e-11
456_Inh	PRDM7	5.77438061816733e-11
456_Exc	PRDM7	1.81458354591478e-11
123_Endo	PRDM7	5.88462564040922e-11
456_Micro	WDR81	6.50015184745785e-10
123_Micro	WDR81	4.28179280284875e-10
123_OPC	WDR81	1.29774488781111e-10
123_Oligo	WDR81	5.24903043323907e-10
456_Oligo	WDR81	2.28954638850314e-10
123_Astro	WDR81	8.95302391304283e-11
456_Endo	WDR81	6.25864979883142e-11
456_OPC	WDR81	2.503182724195e-10
123_Inh	WDR81	2.37330492448739e-10
456_Astro	WDR81	2.66218293536454e-10
123_Exc	WDR81	5.89187034291002e-11
456_Inh	WDR81	9.12358821738511e-11
456_Exc	WDR81	7.65056445420191e-12
123_Endo	WDR81	2.9341287929176e-11
456_Micro	SCIMP	7.12174409889468e-10
123_Micro	SCIMP	9.04223926941566e-10
123_OPC	SCIMP	1.01580799768395e-10
123_Oligo	SCIMP	7.36123819042153e-10
456_Oligo	SCIMP	1.33718546096711e-10
123_Astro	SCIMP	3.55514176367883e-10
456_Endo	SCIMP	1.00624708164903e-10
456_OPC	SCIMP	2.05278419891892e-10
123_Inh	SCIMP	5.72861424560066e-11
456_Astro	SCIMP	8.36141845444374e-11
123_Exc	SCIMP	3.60867359947559e-11
456_Inh	SCIMP	1.6768576944067e-10
456_Exc	SCIMP	2.15346446351685e-11
123_Endo	SCIMP	4.92853110018163e-11
456_Micro	MYO15A	1.08183234415356e-12
123_Micro	MYO15A	1.18453306354528e-10
123_OPC	MYO15A	2.5652401533535e-10
123_Oligo	MYO15A	7.26981609210096e-18
456_Oligo	MYO15A	6.83716931434913e-11
123_Astro	MYO15A	2.07372848385479e-10
456_Endo	MYO15A	7.38678520231965e-11
456_OPC	MYO15A	1.9401298369637e-10
123_Inh	MYO15A	2.6375224562649e-10
456_Astro	MYO15A	6.00405249960655e-11
123_Exc	MYO15A	8.31820805032136e-11
456_Inh	MYO15A	6.84927041855095e-11
456_Exc	MYO15A	9.31667613392087e-12
123_Endo	MYO15A	1.4434082980438e-10
456_Micro	GRN	5.78899615591016e-10
123_Micro	GRN	8.66039687126766e-10
123_OPC	GRN	3.10309451024598e-10
123_Oligo	GRN	8.24837902380387e-10
456_Oligo	GRN	3.91515358075448e-10
123_Astro	GRN	6.79154278862231e-11
456_Endo	GRN	8.05254221119854e-11
456_OPC	GRN	1.19449070038027e-10
123_Inh	GRN	1.5344012903794e-10
456_Astro	GRN	3.18208693986689e-10
123_Exc	GRN	2.78243312122931e-11
456_Inh	GRN	1.18195662981703e-10
456_Exc	GRN	5.04322707291378e-11
123_Endo	GRN	6.5657043201051e-11
456_Micro	WNT3	1.26176186738853e-10
123_Micro	WNT3	1.22998819616198e-11
123_OPC	WNT3	5.35507489293604e-11
123_Oligo	WNT3	1.09223568814256e-10
456_Oligo	WNT3	6.56084710386368e-10
123_Astro	WNT3	7.98404619254643e-11
456_Endo	WNT3	3.08068386859913e-11
456_OPC	WNT3	6.32812796565912e-11
123_Inh	WNT3	2.77569820162545e-10
456_Astro	WNT3	2.86531139489172e-10
123_Exc	WNT3	7.05550647389419e-11
456_Inh	WNT3	4.17612907887699e-10
456_Exc	WNT3	9.92018157783822e-11
123_Endo	WNT3	2.52209122971467e-11
456_Micro	ABI3	8.2763200546758e-10
123_Micro	ABI3	2.48714441068413e-10
123_OPC	ABI3	2.44051380332176e-16
123_Oligo	ABI3	2.4532694666934e-17
456_Oligo	ABI3	1.1586396752471e-10
123_Astro	ABI3	4.06088354287779e-17
456_Endo	ABI3	1.64869417605636e-11
456_OPC	ABI3	7.51063818274863e-11
123_Inh	ABI3	3.23777768851274e-11
456_Astro	ABI3	2.08166817117217e-17
123_Exc	ABI3	1.68517115653874e-11
456_Inh	ABI3	9.6557925416477e-11
456_Exc	ABI3	4.86745853645391e-12
123_Endo	ABI3	1.5870074664637e-10
456_Micro	TSPOAP1	1.25082762572035e-10
123_Micro	TSPOAP1	7.98329392429514e-11
123_OPC	TSPOAP1	9.78636733349459e-10
123_Oligo	TSPOAP1	4.2986181581372e-10
456_Oligo	TSPOAP1	7.75505588690233e-11
123_Astro	TSPOAP1	2.12086292737339e-10
456_Endo	TSPOAP1	1.47106441840504e-10
456_OPC	TSPOAP1	6.52566442482332e-10
123_Inh	TSPOAP1	2.44896712653875e-10
456_Astro	TSPOAP1	1.94510355356851e-11
123_Exc	TSPOAP1	3.33751391956582e-10
456_Inh	TSPOAP1	1.12311460814063e-10
456_Exc	TSPOAP1	3.96481638509821e-11
123_Endo	TSPOAP1	2.57833832206343e-11
456_Micro	ACE	1.27659983413828e-10
123_Micro	ACE	3.8088537326566e-10
123_OPC	ACE	2.35611602210599e-10
123_Oligo	ACE	7.75791922889773e-18
456_Oligo	ACE	5.56194657756796e-17
123_Astro	ACE	4.86194883247955e-11
456_Endo	ACE	1.66028871386448e-11
456_OPC	ACE	4.76367131928975e-12
123_Inh	ACE	1.4362131895888e-11
456_Astro	ACE	1.85780030464803e-10
123_Exc	ACE	2.66670996638604e-11
456_Inh	ACE	3.37202698842094e-11
456_Exc	ACE	5.47492836626433e-11
123_Endo	ACE	4.2020598201014e-11
456_Micro	ABCA7	2.55168264055274e-10
123_Micro	ABCA7	1.75487589334331e-11
123_OPC	ABCA7	4.48237041201016e-11
123_Oligo	ABCA7	2.5520268563456e-10
456_Oligo	ABCA7	5.88633092523589e-11
123_Astro	ABCA7	7.96642127594416e-11
456_Endo	ABCA7	8.92993682608828e-11
456_OPC	ABCA7	3.07868841554235e-11
123_Inh	ABCA7	1.44664451704895e-10
456_Astro	ABCA7	3.49884619942358e-11
123_Exc	ABCA7	7.95156350263918e-11
456_Inh	ABCA7	1.4675406268637e-10
456_Exc	ABCA7	6.49447050267926e-10
123_Endo	ABCA7	1.73492629040672e-10
456_Micro	KLF16	6.60399485842741e-11
123_Micro	KLF16	1.0357779210765e-10
123_OPC	KLF16	1.46320153616164e-10
123_Oligo	KLF16	3.12187976206287e-10
456_Oligo	KLF16	7.84211983387412e-11
123_Astro	KLF16	5.16359648093332e-12
456_Endo	KLF16	8.33104122233361e-11
456_OPC	KLF16	1.05640916930682e-10
123_Inh	KLF16	9.44849356293264e-11
456_Astro	KLF16	5.10190857936395e-11
123_Exc	KLF16	1.50371559564758e-11
456_Inh	KLF16	3.71630536847321e-11
456_Exc	KLF16	6.25500784174646e-11
123_Endo	KLF16	5.05826719855003e-11
456_Micro	SIGLEC11	3.51350862695491e-10
123_Micro	SIGLEC11	1.26199017682389e-10
123_OPC	SIGLEC11	9.43791607972383e-17
123_Oligo	SIGLEC11	2.4532694666934e-17
456_Oligo	SIGLEC11	1.51478215358021e-17
123_Astro	SIGLEC11	7.75791922889773e-18
456_Endo	SIGLEC11	1.34223633235224e-10
456_OPC	SIGLEC11	1.2266347333467e-18
123_Inh	SIGLEC11	4.86960085019993e-17
456_Astro	SIGLEC11	2.08260439767785e-10
123_Exc	SIGLEC11	7.5197933168743e-12
456_Inh	SIGLEC11	1.96261557335472e-17
456_Exc	SIGLEC11	1.53449834979926e-12
123_Endo	SIGLEC11	1.73173206027323e-10
456_Micro	LILRB2	1.52092668701586e-10
123_Micro	LILRB2	8.50440789691693e-10
123_OPC	LILRB2	1.44389028835268e-16
123_Oligo	LILRB2	1.7085044840333e-17
456_Oligo	LILRB2	2.48374603233007e-17
123_Astro	LILRB2	4.65475153733864e-17
456_Endo	LILRB2	3.40457853502776e-11
456_OPC	LILRB2	3.26162902166106e-18
123_Inh	LILRB2	9.81307786677359e-18
456_Astro	LILRB2	4.563344992841e-17
123_Exc	LILRB2	1.55158384577955e-17
456_Inh	LILRB2	1.4304896245382e-17
456_Exc	LILRB2	3.19867204157556e-17
123_Endo	LILRB2	1.38963262126835e-10
456_Micro	RBCK1	3.31133876553811e-10
123_Micro	RBCK1	2.545938577568e-10
123_OPC	RBCK1	2.93081640261722e-10
123_Oligo	RBCK1	5.13771925773132e-10
456_Oligo	RBCK1	2.63797893632141e-10
123_Astro	RBCK1	1.68894825194568e-10
456_Endo	RBCK1	1.32301929442948e-10
456_OPC	RBCK1	1.0679776860736e-10
123_Inh	RBCK1	2.81762275687289e-10
456_Astro	RBCK1	6.90771527739745e-11
123_Exc	RBCK1	1.53842513117108e-11
456_Inh	RBCK1	3.08603066243035e-10
456_Exc	RBCK1	1.35790730805163e-10
123_Endo	RBCK1	1.37882605659662e-10
456_Micro	CASS4	3.6730339398081e-10
123_Micro	CASS4	8.65737348931321e-10
123_OPC	CASS4	1.32176766159727e-10
123_Oligo	CASS4	1.56125112837913e-17
456_Oligo	CASS4	2.54314663596393e-10
123_Astro	CASS4	5.12554034910959e-11
456_Endo	CASS4	3.38242608457531e-11
456_OPC	CASS4	8.5182515113474e-12
123_Inh	CASS4	8.77526395382624e-11
456_Astro	CASS4	5.50532056427049e-10
123_Exc	CASS4	6.83013639493279e-11
456_Inh	CASS4	1.00360777002405e-10
456_Exc	CASS4	9.49953236188876e-11
123_Endo	CASS4	5.43241325549484e-11
456_Micro	SLC2A4RG	3.89053185462535e-11
123_Micro	SLC2A4RG	1.60565393786892e-10
123_OPC	SLC2A4RG	2.02519835289089e-09
123_Oligo	SLC2A4RG	9.93758031316133e-10
456_Oligo	SLC2A4RG	1.19442688968118e-10
123_Astro	SLC2A4RG	4.29532951457881e-10
456_Endo	SLC2A4RG	1.04826250442656e-11
456_OPC	SLC2A4RG	4.05673576398779e-10
123_Inh	SLC2A4RG	1.05406762362227e-10
456_Astro	SLC2A4RG	3.21759805698779e-10
123_Exc	SLC2A4RG	1.44941631683547e-11
456_Inh	SLC2A4RG	1.61757912532911e-10
456_Exc	SLC2A4RG	1.78674496336967e-11
123_Endo	SLC2A4RG	1.69053554005604e-11
456_Micro	APP	1.42301947892996e-09
123_Micro	APP	6.17032702673715e-11
123_OPC	APP	5.02424844546716e-09
123_Oligo	APP	8.26963904314353e-11
456_Oligo	APP	1.57129361693311e-09
123_Astro	APP	7.30578760874059e-10
456_Endo	APP	3.85374800329425e-09
456_OPC	APP	1.40282514585316e-08
123_Inh	APP	3.96990145968124e-08
456_Astro	APP	1.51394305270669e-09
123_Exc	APP	1.37364986925064e-08
456_Inh	APP	3.22369265493119e-08
456_Exc	APP	2.25865608490529e-09
123_Endo	APP	8.44954732319037e-09
456_Micro	ADAMTS1	6.29478103464127e-11
123_Micro	ADAMTS1	3.26131246818456e-10
123_OPC	ADAMTS1	1.34946259694942e-10
123_Oligo	ADAMTS1	6.33101172559416e-10
456_Oligo	ADAMTS1	4.42701197551571e-10
123_Astro	ADAMTS1	6.21935301563606e-11
456_Endo	ADAMTS1	1.20706034966479e-10
456_OPC	ADAMTS1	2.04307171713856e-10
123_Inh	ADAMTS1	8.95845872215934e-11
456_Astro	ADAMTS1	7.44277422946208e-11
123_Exc	ADAMTS1	3.23359678317999e-11
456_Inh	ADAMTS1	2.55019246287738e-10
456_Exc	ADAMTS1	1.40854699660274e-12
123_Endo	ADAMTS1	1.70291488283685e-09
456_Micro	HS3ST5	5.01429676278287e-10
123_Micro	HS3ST5	6.57970307724347e-11
123_OPC	HS3ST5	4.76136953582722e-10
123_Oligo	HS3ST5	5.70790101142987e-09
456_Oligo	HS3ST5	1.12398396615942e-09
123_Astro	HS3ST5	9.89181842355011e-11
456_Endo	HS3ST5	2.74255117936258e-09
456_OPC	HS3ST5	3.77101873072221e-10
123_Inh	HS3ST5	6.78030450271161e-10
456_Astro	HS3ST5	3.36212386769639e-10
123_Exc	HS3ST5	6.54698565778362e-10
456_Inh	HS3ST5	8.19648039874298e-10
456_Exc	HS3ST5	1.29079640189665e-10
123_Endo	HS3ST5	4.68360740684006e-10
456_Micro	MAPT	1.0367280953762e-09
123_Micro	MAPT	2.6236852251698e-09
123_OPC	MAPT	4.1925109905725e-09
123_Oligo	MAPT	6.44350859690209e-09
456_Oligo	MAPT	4.07960781749188e-09
123_Astro	MAPT	7.67148314358202e-10
456_Endo	MAPT	1.21406130334411e-08
456_OPC	MAPT	1.60310060576657e-09
123_Inh	MAPT	5.00732138420352e-09
456_Astro	MAPT	1.78452227605716e-09
123_Exc	MAPT	8.30767299247666e-10
456_Inh	MAPT	6.93549164938998e-10
456_Exc	MAPT	5.70153879157958e-09
123_Endo	MAPT	2.35924389020289e-08
