cell_type	target	perb_score
123_L5-ET-MTG	ICA1	3.30336562857328e-10
123_L5-IT-MTG	ICA1	1.00246369875241e-09
123_L56-NP-MTG	ICA1	1.48734586294637e-09
123_L6-CT-MTG	ICA1	4.83968366768534e-10
123_L6-IT-Car3	ICA1	4.36288546492135e-11
123_L6-IT-MTG	ICA1	2.0257664456589e-09
123_L6b-MTG	ICA1	7.86102683000382e-11
123_Lamp5_Lhx6-MTG	ICA1	3.88949332252154e-10
123_Lamp5-MTG	ICA1	1.20623435057939e-10
123_microglia	ICA1	2.19524497560973e-09
123_Oligo-MTG	ICA1	9.92000340390613e-10
123_OPC-MTG	ICA1	4.90907925197667e-10
123_PAX6-MTG	ICA1	1.72820299364580e-09
123_Pvalb	ICA1	1.24328751961522e-10
123_Sncg-MTG	ICA1	4.92897913052417e-10
123_Sst-MTG	ICA1	2.4506461993481e-10
123_Vip-MTG	ICA1	6.70572028685747e-10
123_VLMC-MTG	ICA1	1.19738011313914e-09
456_Astro	ICA1	4.01682345609715e-10
456_Chandelier-MTG	ICA1	1.12523732227779e-09
456_L4-IT-MTG	ICA1	1.89220551508744e-09
456_L5-ET-MTG	ICA1	4.04505078237127e-09
456_L5-IT-MTG	ICA1	8.89571099903836e-10
456_L56-NP-MTG	ICA1	7.75966703532492e-10
456_L6-CT-MTG	ICA1	3.83707409015698e-10
456_L6-IT-Car3	ICA1	2.09926133148904e-10
456_L6-IT-MTG	ICA1	7.16892075764646e-11
456_L6b-MTG	ICA1	3.25306234369785e-10
456_Lamp5_Lhx6-MTG	ICA1	3.6342269547549e-10
456_Lamp5-MTG	ICA1	1.9763512604988e-09
456_microglia	ICA1	2.80719310329968e-10
456_Oligo-MTG	ICA1	2.76387475362399e-09
456_OPC-MTG	ICA1	9.60528479136738e-10
456_PAX6-MTG	ICA1	2.58887556431183e-11
456_Pvalb	ICA1	3.57131141343356e-10
456_Sncg-MTG	ICA1	5.5906864533567e-10
456_Sst-MTG	ICA1	8.05187836352333e-12
456_Vip-MTG	ICA1	1.79128835539149e-10
456_VLMC-MTG	ICA1	7.43106584322208e-10
123_Astro	EPDR1	8.31944584295753e-10
123_Chandelier-MTG	EPDR1	7.05940553020345e-10
123_L4-IT-MTG	EPDR1	5.45004926783503e-10
123_L5-ET-MTG	EPDR1	4.08788470900326e-10
123_L5-IT-MTG	EPDR1	6.96841135553605e-10
123_L56-NP-MTG	EPDR1	4.75254166002083e-11
123_L6-CT-MTG	EPDR1	1.28838494396349e-10
123_L6-IT-Car3	EPDR1	3.08017710230187e-11
123_L6-IT-MTG	EPDR1	4.88984865083621e-12
123_L6b-MTG	EPDR1	3.30046320437789e-11
123_Lamp5_Lhx6-MTG	EPDR1	2.19549506615308e-10
123_Lamp5-MTG	EPDR1	9.5294941682121e-10
123_microglia	EPDR1	1.58685064557633e-10
123_Oligo-MTG	EPDR1	1.26958002632943e-09
123_OPC-MTG	EPDR1	2.76899615249197e-10
123_PAX6-MTG	EPDR1	1.50017974899706e-10
123_Pvalb	EPDR1	5.84841334063192e-11
123_Sncg-MTG	EPDR1	4.53870515887791e-10
123_Sst-MTG	EPDR1	7.4726006048285e-10
123_Vip-MTG	EPDR1	9.39571189193926e-11
123_VLMC-MTG	EPDR1	9.2889929499374e-10
456_Astro	EPDR1	9.54696660299612e-11
456_Chandelier-MTG	EPDR1	4.23476511248949e-10
456_L4-IT-MTG	EPDR1	2.84602072332845e-10
456_L5-ET-MTG	EPDR1	1.98775515944998e-10
456_L5-IT-MTG	EPDR1	3.16741917976861e-10
456_L56-NP-MTG	EPDR1	9.97346924726694e-11
456_L6-CT-MTG	EPDR1	2.00245029043603e-11
456_L6-IT-Car3	EPDR1	1.41520987185639e-10
456_L6-IT-MTG	EPDR1	1.68370508525074e-10
456_L6b-MTG	EPDR1	1.14610022592857e-10
456_Lamp5_Lhx6-MTG	EPDR1	4.53163488742753e-10
456_Lamp5-MTG	EPDR1	1.0297236746154e-10
456_microglia	EPDR1	3.4990042969149e-10
456_Oligo-MTG	EPDR1	2.60935092924672e-10
456_OPC-MTG	EPDR1	1.0544821633727e-10
456_PAX6-MTG	EPDR1	2.36186932567149e-10
456_Pvalb	EPDR1	8.10969247592086e-11
456_Sncg-MTG	EPDR1	3.03464977878384e-10
456_Sst-MTG	EPDR1	2.19020669945793e-10
456_Vip-MTG	EPDR1	3.36278475820676e-10
456_VLMC-MTG	EPDR1	4.0463489000385e-10
123_Astro	EPHA1	2.17269400093082e-10
123_Chandelier-MTG	EPHA1	1.59933602078778e-17
123_L4-IT-MTG	EPHA1	1.00868564667468e-11
123_L5-ET-MTG	EPHA1	2.02301782785592e-17
123_L5-IT-MTG	EPHA1	1.22299645471788e-11
123_L56-NP-MTG	EPHA1	1.17561857934935e-11
123_L6-CT-MTG	EPHA1	3.97947985222665e-17
123_L6-IT-Car3	EPHA1	1.44230441431074e-11
123_L6-IT-MTG	EPHA1	1.05796560284689e-10
123_L6b-MTG	EPHA1	1.73472347597681e-17
123_Lamp5_Lhx6-MTG	EPHA1	3.26184971521571e-11
123_Lamp5-MTG	EPHA1	8.43296615212853e-11
123_microglia	EPHA1	1.97978997961446e-17
123_Oligo-MTG	EPHA1	1.86835436258807e-17
123_OPC-MTG	EPHA1	2.96031992466565e-18
123_PAX6-MTG	EPHA1	5.05159101305033e-17
123_Pvalb	EPHA1	1.02655359454737e-11
123_Sncg-MTG	EPHA1	8.73584420913882e-17
123_Sst-MTG	EPHA1	7.69372890552417e-11
123_Vip-MTG	EPHA1	2.44888128123641e-17
123_VLMC-MTG	EPHA1	2.01214837173516e-11
456_Astro	EPHA1	1.17973950996548e-16
456_Chandelier-MTG	EPHA1	3.73670872517614e-17
456_L4-IT-MTG	EPHA1	9.81307786677359e-18
456_L5-ET-MTG	EPHA1	6.54620027770048e-12
456_L5-IT-MTG	EPHA1	6.37549405026074e-12
456_L56-NP-MTG	EPHA1	7.45537387969881e-12
456_L6-CT-MTG	EPHA1	9.69350151947133e-13
456_L6-IT-Car3	EPHA1	4.2609803690497e-11
456_L6-IT-MTG	EPHA1	1.28133657555226e-11
456_L6b-MTG	EPHA1	1.78988686677292e-11
456_Lamp5_Lhx6-MTG	EPHA1	5.16111690225626e-12
456_Lamp5-MTG	EPHA1	4.00743201352399e-11
456_microglia	EPHA1	6.68038142392861e-11
456_Oligo-MTG	EPHA1	7.25602514179307e-12
456_OPC-MTG	EPHA1	2.45371643728491e-12
456_PAX6-MTG	EPHA1	1.76907777093865e-17
456_Pvalb	EPHA1	5.03775266537575e-11
456_Sncg-MTG	EPHA1	5.16990139792213e-12
456_Sst-MTG	EPHA1	5.98072782652719e-12
456_Vip-MTG	EPHA1	4.5047558968764e-12
456_VLMC-MTG	EPHA1	5.28232254510847e-11
123_Astro	CTSB	6.16289314478326e-11
123_Chandelier-MTG	CTSB	3.21525571421618e-10
123_L4-IT-MTG	CTSB	9.67095535677169e-11
123_L5-ET-MTG	CTSB	1.55856426742942e-10
123_L5-IT-MTG	CTSB	4.38531633826785e-10
123_L56-NP-MTG	CTSB	7.26372083147296e-10
123_L6-CT-MTG	CTSB	1.04169475388071e-09
123_L6-IT-Car3	CTSB	3.33097092813971e-10
123_L6-IT-MTG	CTSB	2.05579753229755e-10
123_L6b-MTG	CTSB	1.4956818643194e-10
123_Lamp5_Lhx6-MTG	CTSB	2.75880015595944e-10
123_Lamp5-MTG	CTSB	1.98930377103013e-10
123_microglia	CTSB	1.56108709673305e-10
123_Oligo-MTG	CTSB	7.55199199626006e-10
123_OPC-MTG	CTSB	1.10184002111719e-09
123_PAX6-MTG	CTSB	2.52861241207393e-10
123_Pvalb	CTSB	1.64103780514107e-10
123_Sncg-MTG	CTSB	5.99653384640823e-10
123_Sst-MTG	CTSB	1.15061592646617e-10
123_Vip-MTG	CTSB	3.84827688570405e-10
123_VLMC-MTG	CTSB	6.94137167934551e-10
456_Astro	CTSB	4.24334448333311e-10
456_Chandelier-MTG	CTSB	7.02119128325228e-10
456_L4-IT-MTG	CTSB	9.59882365576626e-10
456_L5-ET-MTG	CTSB	6.50475432824197e-11
456_L5-IT-MTG	CTSB	2.5256748517411e-10
456_L56-NP-MTG	CTSB	7.22641470612802e-11
456_L6-CT-MTG	CTSB	1.39061310167718e-10
456_L6-IT-Car3	CTSB	1.02370161358216e-10
456_L6-IT-MTG	CTSB	1.65515193944669e-10
456_L6b-MTG	CTSB	5.68837028288608e-11
456_Lamp5_Lhx6-MTG	CTSB	1.59133248608332e-10
456_Lamp5-MTG	CTSB	1.29810213956916e-10
456_microglia	CTSB	1.39506480060165e-12
456_Oligo-MTG	CTSB	2.45154156253371e-10
456_OPC-MTG	CTSB	1.65162012060096e-10
456_PAX6-MTG	CTSB	8.66509799237815e-11
456_Pvalb	CTSB	5.58262645687339e-10
456_Sncg-MTG	CTSB	1.15373054217971e-10
456_Sst-MTG	CTSB	2.28021301893452e-10
456_Vip-MTG	CTSB	1.19291306767957e-10
456_VLMC-MTG	CTSB	5.67509127275515e-11
123_Astro	SHARPIN	1.33588666898112e-10
123_Chandelier-MTG	SHARPIN	1.93148744932217e-10
123_L4-IT-MTG	SHARPIN	9.54351585385312e-11
123_L5-ET-MTG	SHARPIN	1.18453201053287e-10
123_L5-IT-MTG	SHARPIN	3.73536094669431e-11
123_L56-NP-MTG	SHARPIN	6.60267138788716e-11
123_L6-CT-MTG	SHARPIN	3.97828867020226e-11
123_L6-IT-Car3	SHARPIN	5.07268490193527e-11
123_L6-IT-MTG	SHARPIN	2.86113349266877e-11
123_L6b-MTG	SHARPIN	2.99976950167928e-10
123_Lamp5_Lhx6-MTG	SHARPIN	1.04174235108214e-10
123_Lamp5-MTG	SHARPIN	3.22236144868431e-11
123_microglia	SHARPIN	9.07838784631412e-10
123_Oligo-MTG	SHARPIN	2.49637207015352e-11
123_OPC-MTG	SHARPIN	5.3472775862362e-11
123_PAX6-MTG	SHARPIN	1.27981844933151e-10
123_Pvalb	SHARPIN	5.42179586645971e-11
123_Sncg-MTG	SHARPIN	2.91388391160191e-11
123_Sst-MTG	SHARPIN	9.80283728402111e-11
123_Vip-MTG	SHARPIN	5.36179505582458e-10
123_VLMC-MTG	SHARPIN	9.74591890693498e-11
456_Astro	SHARPIN	1.35370812245559e-10
456_Chandelier-MTG	SHARPIN	2.23875091281646e-11
456_L4-IT-MTG	SHARPIN	8.24549840770693e-11
456_L5-ET-MTG	SHARPIN	1.0011031730155e-11
456_L5-IT-MTG	SHARPIN	5.35573234871996e-12
456_L56-NP-MTG	SHARPIN	3.59559991667979e-11
456_L6-CT-MTG	SHARPIN	8.43102528997757e-11
456_L6-IT-Car3	SHARPIN	4.18349639540865e-11
456_L6-IT-MTG	SHARPIN	9.17339494840206e-12
456_L6b-MTG	SHARPIN	2.46589720441793e-11
456_Lamp5_Lhx6-MTG	SHARPIN	3.07565976533516e-11
456_Lamp5-MTG	SHARPIN	1.10076457616694e-11
456_microglia	SHARPIN	2.22324097387394e-10
456_Oligo-MTG	SHARPIN	5.39674972467393e-11
456_OPC-MTG	SHARPIN	1.30367088872483e-11
456_PAX6-MTG	SHARPIN	7.8783742997041e-11
456_Pvalb	SHARPIN	5.92067271593248e-11
456_Sncg-MTG	SHARPIN	2.70827585631491e-11
456_Sst-MTG	SHARPIN	4.26024112280977e-11
456_Vip-MTG	SHARPIN	1.1856772490583e-11
456_VLMC-MTG	SHARPIN	2.00667175515922e-11
123_Astro	ABCA1	3.39778583523349e-10
123_Chandelier-MTG	ABCA1	3.4900724129686e-10
123_L4-IT-MTG	ABCA1	3.00038358049446e-11
123_L5-ET-MTG	ABCA1	3.56103525320643e-09
123_L5-IT-MTG	ABCA1	2.78273278859886e-11
123_L56-NP-MTG	ABCA1	5.1354707836165e-10
123_L6-CT-MTG	ABCA1	3.46281445160503e-10
123_L6-IT-Car3	ABCA1	3.75904199405778e-10
123_L6-IT-MTG	ABCA1	1.03334440211064e-10
123_L6b-MTG	ABCA1	4.12672394073916e-10
123_Lamp5_Lhx6-MTG	ABCA1	2.23648945534545e-10
123_Lamp5-MTG	ABCA1	1.12338143094053e-10
123_microglia	ABCA1	3.56064684414367e-11
123_Oligo-MTG	ABCA1	2.45514845583978e-10
123_OPC-MTG	ABCA1	2.7482446548942e-09
123_PAX6-MTG	ABCA1	5.91011622306201e-11
123_Pvalb	ABCA1	1.61131600654296e-10
123_Sncg-MTG	ABCA1	2.69137326732197e-11
123_Sst-MTG	ABCA1	3.74505256076753e-11
123_Vip-MTG	ABCA1	5.21059326283951e-10
123_VLMC-MTG	ABCA1	6.76366540307746e-10
456_Astro	ABCA1	2.42973668242404e-11
456_Chandelier-MTG	ABCA1	1.33004203870639e-10
456_L4-IT-MTG	ABCA1	3.12619709215014e-10
456_L5-ET-MTG	ABCA1	6.54814722303922e-11
456_L5-IT-MTG	ABCA1	4.28056221648298e-11
456_L56-NP-MTG	ABCA1	2.48159101520452e-11
456_L6-CT-MTG	ABCA1	1.02812677126169e-10
456_L6-IT-Car3	ABCA1	5.66701997451109e-12
456_L6-IT-MTG	ABCA1	1.36138308158507e-10
456_L6b-MTG	ABCA1	1.08725522824189e-10
456_Lamp5_Lhx6-MTG	ABCA1	3.90444029134022e-11
456_Lamp5-MTG	ABCA1	6.68392050759171e-11
456_microglia	ABCA1	1.3787404490233e-09
456_Oligo-MTG	ABCA1	1.03848419543944e-10
456_OPC-MTG	ABCA1	6.02275392650609e-11
456_PAX6-MTG	ABCA1	1.12024438575035e-10
456_Pvalb	ABCA1	1.0951168374445e-09
456_Sncg-MTG	ABCA1	2.06949564538772e-10
456_Sst-MTG	ABCA1	6.3678199279223e-10
456_Vip-MTG	ABCA1	6.13385390499757e-11
456_VLMC-MTG	ABCA1	1.10346608650603e-10
123_Astro	TSPAN14	1.44994272718797e-09
123_Chandelier-MTG	TSPAN14	9.58833608238789e-11
123_L4-IT-MTG	TSPAN14	1.08678797677996e-09
123_L5-ET-MTG	TSPAN14	4.72031116768576e-10
123_L5-IT-MTG	TSPAN14	6.62526999771215e-11
123_L56-NP-MTG	TSPAN14	2.16305364849402e-11
123_L6-CT-MTG	TSPAN14	6.06673559626123e-10
123_L6-IT-Car3	TSPAN14	8.80938671956669e-11
123_L6-IT-MTG	TSPAN14	4.68598753649068e-11
123_L6b-MTG	TSPAN14	2.93850110440817e-10
123_Lamp5_Lhx6-MTG	TSPAN14	2.83336498280884e-10
123_Lamp5-MTG	TSPAN14	4.90701175717571e-10
123_microglia	TSPAN14	1.90543588118476e-10
123_Oligo-MTG	TSPAN14	7.54388174169581e-10
123_OPC-MTG	TSPAN14	4.81454730603302e-09
123_PAX6-MTG	TSPAN14	2.15120664451534e-10
123_Pvalb	TSPAN14	2.25216541820155e-10
123_Sncg-MTG	TSPAN14	9.33772197183496e-11
123_Sst-MTG	TSPAN14	1.07353610449995e-10
123_Vip-MTG	TSPAN14	6.16953869104109e-10
123_VLMC-MTG	TSPAN14	7.03883960212556e-10
456_Astro	TSPAN14	8.86745251504486e-11
456_Chandelier-MTG	TSPAN14	3.25407136632228e-10
456_L4-IT-MTG	TSPAN14	1.87461800022064e-10
456_L5-ET-MTG	TSPAN14	1.33572325721115e-10
456_L5-IT-MTG	TSPAN14	1.45649771280021e-10
456_L56-NP-MTG	TSPAN14	5.665330804651e-11
456_L6-CT-MTG	TSPAN14	3.12853044425181e-11
456_L6-IT-Car3	TSPAN14	1.28951773848663e-11
456_L6-IT-MTG	TSPAN14	4.24888632720579e-11
456_L6b-MTG	TSPAN14	1.4383848934372e-10
456_Lamp5_Lhx6-MTG	TSPAN14	7.586519942141e-11
456_Lamp5-MTG	TSPAN14	1.56915415354324e-10
456_microglia	TSPAN14	6.25478520007558e-10
456_Oligo-MTG	TSPAN14	1.10007359948746e-10
456_OPC-MTG	TSPAN14	1.60946758741873e-12
456_PAX6-MTG	TSPAN14	5.51232380403365e-10
456_Pvalb	TSPAN14	1.87842700804192e-09
456_Sncg-MTG	TSPAN14	1.72601298042179e-09
456_Sst-MTG	TSPAN14	2.39152800021857e-10
456_Vip-MTG	TSPAN14	1.93084744663465e-10
456_VLMC-MTG	TSPAN14	1.26147070628248e-10
123_Astro	PLEKHA1	3.61431078455625e-09
123_Chandelier-MTG	PLEKHA1	2.49843041254014e-10
123_L4-IT-MTG	PLEKHA1	2.32434194609258e-08
123_L5-ET-MTG	PLEKHA1	1.17887778884238e-09
123_L5-IT-MTG	PLEKHA1	4.59953548530143e-09
123_L56-NP-MTG	PLEKHA1	3.4286721949848e-08
123_L6-CT-MTG	PLEKHA1	2.47851821074282e-09
123_L6-IT-Car3	PLEKHA1	1.84352972738326e-10
123_L6-IT-MTG	PLEKHA1	9.48835066261113e-09
123_L6b-MTG	PLEKHA1	1.87789671364007e-10
123_Lamp5_Lhx6-MTG	PLEKHA1	8.09305565904487e-09
123_Lamp5-MTG	PLEKHA1	1.32684736710171e-08
123_microglia	PLEKHA1	2.74139310199404e-10
123_Oligo-MTG	PLEKHA1	1.73935073271479e-09
123_OPC-MTG	PLEKHA1	1.43497888560549e-09
123_PAX6-MTG	PLEKHA1	3.27558300069672e-10
123_Pvalb	PLEKHA1	4.29112410676051e-09
123_Sncg-MTG	PLEKHA1	1.30388940100403e-08
123_Sst-MTG	PLEKHA1	6.56038973933013e-09
123_Vip-MTG	PLEKHA1	2.27219804489809e-09
123_VLMC-MTG	PLEKHA1	5.54434969150156e-10
456_Astro	PLEKHA1	1.25974794644392e-08
456_Chandelier-MTG	PLEKHA1	1.23750515386212e-08
456_L4-IT-MTG	PLEKHA1	3.06885469307760e-09
456_L5-ET-MTG	PLEKHA1	5.2374561651229e-09
456_L5-IT-MTG	PLEKHA1	6.98127274362331e-09
456_L56-NP-MTG	PLEKHA1	4.36879040105348e-09
456_L6-CT-MTG	PLEKHA1	1.69022808309014e-10
456_L6-IT-Car3	PLEKHA1	6.51625148288177e-09
456_L6-IT-MTG	PLEKHA1	3.93466067888408e-10
456_L6b-MTG	PLEKHA1	7.99437351473629e-10
456_Lamp5_Lhx6-MTG	PLEKHA1	1.41997166039277e-09
456_Lamp5-MTG	PLEKHA1	2.84491491830759e-09
456_microglia	PLEKHA1	6.25349952888164e-12
456_Oligo-MTG	PLEKHA1	8.02741332384366e-10
456_OPC-MTG	PLEKHA1	5.77018771601831e-09
456_PAX6-MTG	PLEKHA1	2.25068999882892e-09
456_Pvalb	PLEKHA1	1.33458943273412e-10
456_Sncg-MTG	PLEKHA1	4.69899983703267e-10
456_Sst-MTG	PLEKHA1	6.41003472813472e-10
456_Vip-MTG	PLEKHA1	5.17978230452284e-10
456_VLMC-MTG	PLEKHA1	4.49878162727411e-09
123_Astro	EED	4.25968492285837e-10
123_Chandelier-MTG	EED	2.54418430516177e-10
123_L4-IT-MTG	EED	2.32081853442835e-10
123_L5-ET-MTG	EED	2.21147313205416e-10
123_L5-IT-MTG	EED	1.93886641306433e-10
123_L56-NP-MTG	EED	6.26405656007214e-10
123_L6-CT-MTG	EED	2.90542694645439e-10
123_L6-IT-Car3	EED	1.71647376426392e-10
123_L6-IT-MTG	EED	2.3351831980242e-10
123_L6b-MTG	EED	5.3957066478678e-10
123_Lamp5_Lhx6-MTG	EED	1.88471464915841e-10
123_Lamp5-MTG	EED	1.29443171588144e-11
123_microglia	EED	7.98590484781208e-10
123_Oligo-MTG	EED	5.21912328305945e-11
123_OPC-MTG	EED	6.48029999616378e-10
123_PAX6-MTG	EED	1.92297101667347e-10
123_Pvalb	EED	5.60185181246185e-11
123_Sncg-MTG	EED	4.30499516347129e-11
123_Sst-MTG	EED	3.15573569034017e-10
123_Vip-MTG	EED	6.45100045888965e-10
123_VLMC-MTG	EED	2.01844692981504e-10
456_Astro	EED	9.8346374557619e-10
456_Chandelier-MTG	EED	1.13988600919923e-09
456_L4-IT-MTG	EED	7.4883171780343e-10
456_L5-ET-MTG	EED	1.41671059258786e-11
456_L5-IT-MTG	EED	7.62516961463438e-11
456_L56-NP-MTG	EED	1.41807195411594e-10
456_L6-CT-MTG	EED	3.49886632393479e-10
456_L6-IT-Car3	EED	1.50935252121905e-11
456_L6-IT-MTG	EED	7.78151489364877e-11
456_L6b-MTG	EED	1.66322530604061e-10
456_Lamp5_Lhx6-MTG	EED	5.63672159174421e-11
456_Lamp5-MTG	EED	1.54825721094477e-10
456_microglia	EED	3.99659191793843e-10
456_Oligo-MTG	EED	2.40295484853889e-10
456_OPC-MTG	EED	2.08493762001615e-10
456_PAX6-MTG	EED	3.77207084037435e-10
456_Pvalb	EED	2.18035026928923e-10
456_Sncg-MTG	EED	3.58556471121201e-11
456_Sst-MTG	EED	4.22136089476236e-11
456_Vip-MTG	EED	1.59782755896946e-10
456_VLMC-MTG	EED	1.17164752549954e-10
123_Astro	SORL1	8.72954446291475e-10
123_Chandelier-MTG	SORL1	1.14802830770474e-09
123_L4-IT-MTG	SORL1	9.460115018605e-09
123_L5-ET-MTG	SORL1	5.36966340563896e-10
123_L5-IT-MTG	SORL1	7.81066766230638e-09
123_L56-NP-MTG	SORL1	6.59365218732995e-11
123_L6-CT-MTG	SORL1	1.17730851444922e-10
123_L6-IT-Car3	SORL1	5.4960819986991e-11
123_L6-IT-MTG	SORL1	3.87227416157795e-09
123_L6b-MTG	SORL1	2.39566183283491e-09
123_Lamp5_Lhx6-MTG	SORL1	3.30928146787004e-09
123_Lamp5-MTG	SORL1	7.89155144953261e-09
123_microglia	SORL1	1.99895905288158e-10
123_Oligo-MTG	SORL1	4.99644820776644e-09
123_OPC-MTG	SORL1	7.60430555345981e-09
123_PAX6-MTG	SORL1	1.41328048812757e-10
123_Pvalb	SORL1	4.56323914722944e-10
123_Sncg-MTG	SORL1	8.05262908396364e-09
123_Sst-MTG	SORL1	1.21084246970608e-08
123_Vip-MTG	SORL1	2.84868227179796e-09
123_VLMC-MTG	SORL1	6.77235944518147e-10
456_Astro	SORL1	1.3886668880649e-09
456_Chandelier-MTG	SORL1	1.21909132321337e-09
456_L4-IT-MTG	SORL1	8.14274589192068e-10
456_L5-ET-MTG	SORL1	9.47195188850373e-09
456_L5-IT-MTG	SORL1	1.42716449217656e-09
456_L56-NP-MTG	SORL1	3.86214600754734e-09
456_L6-CT-MTG	SORL1	5.9596424489192e-10
456_L6-IT-Car3	SORL1	2.11753313503191e-08
456_L6-IT-MTG	SORL1	6.54544058433363e-10
456_L6b-MTG	SORL1	6.80185455424703e-10
456_Lamp5_Lhx6-MTG	SORL1	6.70821681069595e-09
456_Lamp5-MTG	SORL1	5.15063390525883e-10
456_microglia	SORL1	3.81154319195837e-10
456_Oligo-MTG	SORL1	1.53750091405459e-10
456_OPC-MTG	SORL1	1.17845522702019e-09
456_PAX6-MTG	SORL1	6.0355428404856e-10
456_Pvalb	SORL1	4.97874116230410e-09
456_Sncg-MTG	SORL1	4.37650645990478e-10
456_Sst-MTG	SORL1	3.00094658990677e-10
456_Vip-MTG	SORL1	1.27879130032719e-10
456_VLMC-MTG	SORL1	5.15055133429593e-10
123_Astro	FERMT2	4.12515673685445e-10
123_Chandelier-MTG	FERMT2	8.74388342774492e-12
123_L4-IT-MTG	FERMT2	2.24323750764418e-09
123_L5-ET-MTG	FERMT2	6.6041107535883e-10
123_L5-IT-MTG	FERMT2	2.22554204843318e-10
123_L56-NP-MTG	FERMT2	7.31415766937763e-10
123_L6-CT-MTG	FERMT2	5.8051841195982e-10
123_L6-IT-Car3	FERMT2	1.29853438573685e-09
123_L6-IT-MTG	FERMT2	1.24514041964829e-09
123_L6b-MTG	FERMT2	2.06745203796921e-09
123_Lamp5_Lhx6-MTG	FERMT2	1.55308153938205e-10
123_Lamp5-MTG	FERMT2	5.75446025753213e-10
123_microglia	FERMT2	5.75294747215049e-10
123_Oligo-MTG	FERMT2	1.04351539203196e-09
123_OPC-MTG	FERMT2	1.75029418296999e-10
123_PAX6-MTG	FERMT2	2.14207392586657e-10
123_Pvalb	FERMT2	8.54356851294717e-11
123_Sncg-MTG	FERMT2	1.77654532549327e-10
123_Sst-MTG	FERMT2	1.46206530593809e-09
123_Vip-MTG	FERMT2	1.19131654956984e-10
123_VLMC-MTG	FERMT2	3.23060903470233e-10
456_Astro	FERMT2	8.87258653786323e-11
456_Chandelier-MTG	FERMT2	2.37738547818652e-10
456_L4-IT-MTG	FERMT2	2.75323541512813e-10
456_L5-ET-MTG	FERMT2	1.00753265430293e-10
456_L5-IT-MTG	FERMT2	4.92368739588091e-11
456_L56-NP-MTG	FERMT2	2.37747545490378e-11
456_L6-CT-MTG	FERMT2	9.69673921912465e-11
456_L6-IT-Car3	FERMT2	8.84897784327212e-11
456_L6-IT-MTG	FERMT2	4.50397749851262e-10
456_L6b-MTG	FERMT2	7.29808568193487e-11
456_Lamp5_Lhx6-MTG	FERMT2	5.48122085608617e-11
456_Lamp5-MTG	FERMT2	1.53997734896871e-10
456_microglia	FERMT2	6.65896687939138e-10
456_Oligo-MTG	FERMT2	1.79587997794738e-10
456_OPC-MTG	FERMT2	1.70463444154883e-10
456_PAX6-MTG	FERMT2	5.60549365817765e-10
456_Pvalb	FERMT2	2.53658021157955e-10
456_Sncg-MTG	FERMT2	6.87041968100728e-11
456_Sst-MTG	FERMT2	9.38757688676009e-11
456_Vip-MTG	FERMT2	1.84851601309697e-10
456_VLMC-MTG	FERMT2	1.525465896396e-10
123_Lamp5_Lhx6-MTG	SORT1	1.26488875512184e-09
123_Sncg-MTG	SORT1	4.73607912236599e-11
123_L5-IT-MTG	SORT1	6.34296101131195e-09
123_VLMC-MTG	SORT1	2.5493686949127e-09
123_L5-ET-MTG	SORT1	7.71136956780371e-10
123_Chandelier-MTG	SORT1	1.46829054078464e-09
123_Lamp5-MTG	SORT1	9.13274199844626e-10
456_Astro	SORT1	1.56243188830548e-09
123_L4-IT-MTG	SORT1	2.5111866487557e-09
123_Astro	SORT1	1.76132424649325e-09
456_Chandelier-MTG	SORT1	2.20771405235833e-10
123_L6-CT-MTG	SORT1	7.99834538305712e-09
123_Sst-MTG	SORT1	5.23643963009875e-10
123_Oligo-MTG	SORT1	2.71130023043306e-09
123_microglia	SORT1	6.75124460589651e-09
123_Vip-MTG	SORT1	1.48339578340187e-09
456_L4-IT-MTG	SORT1	2.41463547078825e-09
123_L6-IT-MTG	SORT1	2.61324624644404e-09
123_L56-NP-MTG	SORT1	2.64154070274208e-09
123_OPC-MTG	SORT1	2.6407839232934e-10
123_PAX6-MTG	SORT1	2.59801155752489e-09
123_L6b-MTG	SORT1	1.47059512951144e-09
123_L6-IT-Car3	SORT1	1.68787530828917e-09
123_Pvalb	SORT1	2.22630942966689e-10
456_L5-IT-MTG	SORT1	7.58923566052612e-10
456_L6-CT-MTG	SORT1	8.79881815056745e-10
456_L6-IT-MTG	SORT1	3.23814497797423e-09
456_L6-IT-Car3	SORT1	2.71779949004487e-09
456_L56-NP-MTG	SORT1	1.22795112390784e-09
456_OPC-MTG	SORT1	1.03949995785936e-09
456_Sst-MTG	SORT1	1.82906298971596e-10
456_L5-ET-MTG	SORT1	1.93663158321877e-09
456_Lamp5-MTG	SORT1	8.11777667416636e-11
456_VLMC-MTG	SORT1	1.46668132178557e-09
456_Pvalb	SORT1	7.85780204609645e-10
456_L6b-MTG	SORT1	9.55409429190949e-10
456_Oligo-MTG	SORT1	3.54512481915969e-09
456_microglia	SORT1	1.00340522392974e-09
456_Lamp5_Lhx6-MTG	SORT1	1.10396726221513e-10
456_Sncg-MTG	SORT1	1.2158213711551e-09
456_Vip-MTG	SORT1	4.18768699248977e-10
456_PAX6-MTG	SORT1	1.02578806509639e-08
123_Lamp5_Lhx6-MTG	CR1	1.41097217153219e-10
123_Sncg-MTG	CR1	2.92577072761271e-10
123_L5-IT-MTG	CR1	1.15328981519372e-11
