cell_type	target	binding	perb_score
Early_Braak_L5_IT	ADORA2A	agonist	1.47154440707244e-10
Late_Braak_L2_3_IT	ADORA2A	agonist	2.93492578978145e-10
Late_Braak_Chandelier	ADORA2A	agonist	1.76343003220912e-10
Late_Braak_L5_6_NP	ADORA2A	agonist	2.08212340000171e-10
Late_Braak_L6_IT	ADORA2A	agonist	3.97775100931724e-11
Late_Braak_Astro	ADORA2A	agonist	8.93328862497974e-12
Late_Braak_L6_CT	ADORA2A	agonist	2.89814297216809e-11
Late_Braak_Endo	ADORA2A	agonist	5.3539337779824e-12
Late_Braak_L5_IT	ADORA2A	agonist	2.38194661475703e-10
Late_Braak_L5_ET	ADORA2A	agonist	3.38009598037763e-10
Late_Braak_OPC	ADORA2A	agonist	2.66053096733853e-10
Late_Braak_L4_IT	ADORA2A	agonist	2.05465440153676e-10
Late_Braak_L6b	ADORA2A	agonist	3.29803150258471e-11
Late_Braak_Pax6	ADORA2A	agonist	4.2389085944916e-10
Late_Braak_Lamp5_Lhx6	ADORA2A	agonist	1.29517113308817e-10
Late_Braak_L6_IT_Car3	ADORA2A	agonist	1.12205979923746e-10
Late_Braak_Micro-PVM	ADORA2A	agonist	1.24615156684841e-10
Late_Braak_Lamp5	ADORA2A	agonist	6.41136080409553e-11
Late_Braak_Sst_Chodl	ADORA2A	agonist	1.59637048985956e-10
Late_Braak_Sncg	ADORA2A	agonist	1.7379148236011e-10
Late_Braak_Vip	ADORA2A	agonist	4.81827021085552e-11
Late_Braak_Pvalb	ADORA2A	agonist	3.69422363471223e-10
Late_Braak_Oligo	ADORA2A	agonist	3.02957670370531e-11
Late_Braak_Sst	ADORA2A	agonist	2.99256956183194e-10
Late_Braak_VLMC	ADORA2A	agonist	7.44628065521788e-10
Early_Braak_L6_CT	ALB	agonist	2.64122042969855e-10
Early_Braak_L4_IT	ALB	agonist	1.22847166305936e-11
Early_Braak_Astro	ALB	agonist	3.92714729578462e-17
Early_Braak_Endo	ALB	agonist	1.23203727833894e-17
Early_Braak_Chandelier	ALB	agonist	3.14391518097878e-11
Early_Braak_L6_IT	ALB	agonist	6.82874479563261e-11
Early_Braak_Sst	ALB	agonist	2.66069486758481e-17
Early_Braak_VLMC	ALB	agonist	1.86230462939501e-17
